# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:a                      3:proper time [Gyr]      4:conf. time [Mpc]       5:H [1/Mpc]              6:comov. dist.           7:ang.diam.dist.         8:lum. dist.             9:comov.snd.hrz.        10:(.)rho_g              11:(.)rho_b              12:(.)rho_cdm            13:(.)number_ncdm[0]     14:(.)rho_ncdm[0]        15:(.)p_ncdm[0]          16:(.)number_ncdm[1]     17:(.)rho_ncdm[1]        18:(.)p_ncdm[1]          19:(.)number_ncdm[2]     20:(.)rho_ncdm[2]        21:(.)p_ncdm[2]          22:(.)rho_lambda         23:(.)rho_ur             24:(.)rho_crit           25:(.)rho_tot            26:(.)p_tot              27:(.)p_tot_prime        28:gr.fac. D             29:gr.fac. f          
       9.197003533823e+13       1.087310661916e-14       8.935082455849e-26       5.038600647822e-09       1.825144754403e+22       1.414856238925e+04       1.538388273661e-10       1.301243782924e+18       2.909299360057e-09       1.968631751041e+44       1.932797598298e+33       1.036942016463e+34       1.560990634770e+29       6.334645306189e-13       1.510728635695e+43       1.560990634770e+29       6.334645306189e-13       1.510728635695e+43       1.560990634770e+29       6.334645306189e-13       1.510728635695e+43       3.456234893791e-08       2.865851235979e+41       3.331153374526e+44       3.331153374526e+44       1.110384458134e+44      -8.814228946121e+52       9.435099750197e-07       1.194638012970e+01 
       9.133072029615e+13       1.094921836549e-14       9.060611429271e-26       5.074980435893e-09       1.799858541751e+22       1.414856238925e+04       1.549156991577e-10       1.292198394165e+18       2.929664455577e-09       1.914461350357e+44       1.892770530666e+33       1.015467575342e+34       1.528663464162e+29       6.334645306189e-13       1.469158252876e+43       1.528663464162e+29       6.334645306189e-13       1.469158252876e+43       1.528663464162e+29       6.334645306189e-13       1.469158252876e+43       3.456234893791e-08       2.786992246900e+41       3.239490770312e+44       3.239490770312e+44       1.079830256731e+44      -8.512105039421e+52       1.022135806271e-06       1.102742781203e+01 
       9.069584935070e+13       1.102586289405e-14       9.187903959240e-26       5.109541234560e-09       1.774922653393e+22       1.414856238925e+04       1.560001090518e-10       1.283215882984e+18       2.950172106766e-09       1.861781544502e+44       1.853572399361e+33       9.944378568897e+33       1.497005769678e+29       6.334645306189e-13       1.428731753006e+43       1.497005769678e+29       6.334645306189e-13       1.428731753006e+43       1.497005769678e+29       6.334645306189e-13       1.428731753006e+43       3.456234893791e-08       2.710303203030e+41       3.150350425528e+44       3.150350425528e+44       1.050116808470e+44      -8.220336985237e+52       1.100761637523e-06       1.023975439688e+01 
       9.006539160943e+13       1.110304393431e-14       9.316984821963e-26       5.145921022631e-09       1.750332235813e+22       1.414856238925e+04       1.570921098151e-10       1.274295812298e+18       2.970823311513e-09       1.810551317112e+44       1.815186037615e+33       9.738436511700e+33       1.466003686872e+29       6.334645306189e-13       1.389417660113e+43       1.466003686872e+29       6.334645306189e-13       1.389417660113e+43       1.466003686872e+29       6.334645306189e-13       1.389417660113e+43       3.456234893791e-08       2.635724394471e+41       3.063662935724e+44       3.063662935724e+44       1.021220978536e+44      -7.938569817679e+52       1.179387468774e-06       9.557104103757e+00 
       8.943931639467e+13       1.118076524185e-14       9.447879141727e-26       5.182300810702e-09       1.726082502732e+22       1.414856238925e+04       1.581917545838e-10       1.265437748062e+18       2.991619074694e-09       1.760730780460e+44       1.777594634171e+33       9.536759389776e+33       1.435643638425e+29       6.334645306189e-13       1.351185364344e+43       1.435643638425e+29       6.334645306189e-13       1.351185364344e+43       1.435643638425e+29       6.334645306189e-13       1.351185364344e+43       3.456234893791e-08       2.563197754348e+41       2.979360806237e+44       2.979360806237e+44       9.931202687080e+43      -7.666460737964e+52       1.258013300026e-06       8.959785097272e+00 
       8.881759324197e+13       1.125903059854e-14       9.580612395789e-26       5.218680598773e-09       1.702168734186e+22       1.414856238925e+04       1.592990968659e-10       1.256641259247e+18       3.012560408216e-09       1.712281144399e+44       1.740781725925e+33       9.339258878898e+33       1.405912328192e+29       6.334645306189e-13       1.314005098128e+43       1.405912328192e+29       6.334645306189e-13       1.314005098128e+43       1.405912328192e+29       6.334645306189e-13       1.314005098128e+43       3.456234893791e-08       2.492666813600e+41       2.897378399639e+44       2.897378399639e+44       9.657927998426e+43      -7.403678697372e+52       1.336639131278e-06       8.432738915079e+00 
       8.820019189868e+13       1.133784381273e-14       9.715210419337e-26       5.255060386844e-09       1.678586275600e+22       1.414856238925e+04       1.604141905440e-10       1.247905917822e+18       3.033648331074e-09       1.665164686165e+44       1.704731190712e+33       9.145848483981e+33       1.376796735388e+29       6.334645306189e-13       1.277847913002e+43       1.376796735388e+29       6.334645306189e-13       1.277847913002e+43       1.376796735388e+29       6.334645306189e-13       1.277847913002e+43       3.456234893791e-08       2.424076657013e+41       2.817651884632e+44       2.817651884632e+44       9.392172948412e+43      -7.149903994483e+52       1.415264962529e-06       7.964253419797e+00 
       8.758708232243e+13       1.141720871942e-14       9.851699410518e-26       5.291440174915e-09       1.655330536887e+22       1.414856238925e+04       1.615370898778e-10       1.239231298731e+18       3.054883869391e-09       1.619344721000e+44       1.669427240249e+33       8.956443501201e+33       1.348284108876e+29       6.334645306189e-13       1.242685657072e+43       1.348284108876e+29       6.334645306189e-13       1.242685657072e+43       1.348284108876e+29       6.334645306189e-13       1.242685657072e+43       3.456234893791e-08       2.357373880462e+41       2.740119186352e+44       2.740119186352e+44       9.133730620818e+43      -6.904827886234e+52       1.493890793781e-06       7.545082187175e+00 
       8.697823467967e+13       1.149712918045e-14       9.990105935536e-26       5.327819962986e-09       1.632396991553e+22       1.414856238925e+04       1.626678495069e-10       1.230616979872e+18       3.076268056477e-09       1.574785573594e+44       1.634854413218e+33       8.770960980899e+33       1.320361961590e+29       6.334645306189e-13       1.208490953094e+43       1.320361961590e+29       6.334645306189e-13       1.208490953094e+43       1.320361961590e+29       6.334645306189e-13       1.208490953094e+43       3.456234893791e-08       2.292506549332e+41       2.664719938032e+44       2.664719938032e+44       8.882399793093e+43      -6.668152212295e+52       1.572516625032e-06       7.167828077816e+00 
       8.637361934426e+13       1.157760908472e-14       1.013045693382e-25       5.366018740460e-09       1.609781175814e+22       1.414856238925e+04       1.638065244535e-10       1.222062542078e+18       3.097801932872e-09       1.531452550306e+44       1.600997568494e+33       8.589319691251e+33       1.293018065063e+29       6.334645306189e-13       1.175237177157e+43       1.293018065063e+29       6.334645306189e-13       1.175237177157e+43       1.293018065063e+29       6.334645306189e-13       1.175237177157e+43       3.456234893791e-08       2.229424158081e+41       2.591395434007e+44       2.591395434007e+44       8.637984779682e+43      -6.439589032332e+52       1.651142456284e-06       6.826502931254e+00 
       8.577320689599e+13       1.165865234831e-14       1.027277972329e-25       5.402398528531e-09       1.587478687731e+22       1.414856238925e+04       1.649531701246e-10       1.213567569094e+18       3.119486546402e-09       1.489311912151e+44       1.567841878520e+33       8.411440082698e+33       1.266240444072e+29       6.334645306189e-13       1.142898437952e+43       1.266240444072e+29       6.334645306189e-13       1.142898437952e+43       1.266240444072e+29       6.334645306189e-13       1.142898437952e+43       3.456234893791e-08       2.168077590915e+41       2.520088583999e+44       2.520088583999e+44       8.400295279665e+43      -6.218860275696e+52       1.729768287535e-06       6.516207343469e+00 
       8.517696811915e+13       1.174026291475e-14       1.041710200562e-25       5.440597306006e-09       1.565485186348e+22       1.414856238925e+04       1.661078423155e-10       1.205131647561e+18       3.141322952227e-09       1.448330848536e+44       1.535372822803e+33       8.237244253103e+33       1.240017371393e+29       6.334645306189e-13       1.111449556620e+43       1.240017371393e+29       6.334645306189e-13       1.111449556620e+43       1.240017371393e+29       6.334645306189e-13       1.111449556620e+43       3.456234893791e-08       2.108419083552e+41       2.450743868675e+44       2.450743868675e+44       8.169146228590e+43      -6.005697403119e+52       1.808394118787e-06       6.232893980709e+00 
       8.458487400115e+13       1.182244475515e-14       1.056345187170e-25       5.478796083480e-09       1.543796390853e+22       1.414856238925e+04       1.672705972117e-10       1.196754366992e+18       3.163312212892e-09       1.408477451704e+44       1.503576181565e+33       8.066655913634e+33       1.214337362667e+29       6.334645306189e-13       1.080866047139e+43       1.214337362667e+29       6.334645306189e-13       1.080866047139e+43       1.214337362667e+29       6.334645306189e-13       1.080866047139e+43       3.456234893791e-08       2.050402186026e+41       2.383307296411e+44       2.383307296411e+44       7.944357654384e+43      -5.799841080011e+52       1.887019950038e-06       5.973190064846e+00 
       8.399689573103e+13       1.190520186844e-14       1.071185780704e-25       5.516994860955e-09       1.522408079741e+22       1.414856238925e+04       1.684414913922e-10       1.188435319754e+18       3.185455398382e-09       1.369720691902e+44       1.472438029508e+33       7.899600355357e+33       1.189189171368e+29       6.334645306189e-13       1.051124097265e+43       1.189189171368e+29       6.334645306189e-13       1.051124097265e+43       1.189189171368e+29       6.334645306189e-13       1.051124097265e+43       3.456234893791e-08       1.993981726525e+41       2.317726361261e+44       2.317726361261e+44       7.725754537223e+43      -5.601040860951e+52       1.965645781290e-06       5.734262462252e+00 
       8.341300469814e+13       1.198853828152e-14       1.086234869737e-25       5.555193638429e-09       1.501316089993e+22       1.414856238925e+04       1.696205818320e-10       1.180174101046e+18       3.207753586171e-09       1.332030393213e+44       1.441944729722e+33       7.736004416511e+33       1.164561783880e+29       6.334645306189e-13       1.022200549990e+43       1.164561783880e+29       6.334645306189e-13       1.022200549990e+43       1.164561783880e+29       6.334645306189e-13       1.022200549990e+43       3.456234893791e-08       1.939113776221e+41       2.253950002072e+44       2.253950002072e+44       7.513166673266e+43      -5.409054884999e+52       2.044271612541e-06       5.513713906012e+00 
       8.283317249071e+13       1.207245804949e-14       1.101495383422e-25       5.595211405307e-09       1.480516316266e+22       1.414856238925e+04       1.708079259048e-10       1.171970308884e+18       3.230207861274e-09       1.295377210063e+44       1.412082927705e+33       7.575796450475e+33       1.140444414670e+29       6.334645306189e-13       9.940728855126e+42       1.140444414670e+29       6.334645306189e-13       9.940728855126e+42       1.140444414670e+29       6.334645306189e-13       9.940728855126e+42       3.456234893791e-08       1.885755615064e+41       2.191928562730e+44       2.191928562730e+44       7.306428542132e+43      -5.223649581438e+52       2.122897443793e-06       5.309502279863e+00 
       8.225737089444e+13       1.215696525583e-14       1.116970292064e-25       5.633410182782e-09       1.460004710094e+22       1.414856238925e+04       1.720035813861e-10       1.163823544076e+18       3.252819316303e-09       1.259732604377e+44       1.382839545522e+33       7.418906294383e+33       1.116826501570e+29       6.334645306189e-13       9.667192037031e+42       1.116826501570e+29       6.334645306189e-13       9.667192037031e+42       1.116826501570e+29       6.334645306189e-13       9.667192037031e+42       3.456234893791e-08       1.833865698523e+41       2.131613753497e+44       2.131613753497e+44       7.105379178029e+43      -5.044599385622e+52       2.201523275044e-06       5.119877198439e+00 
       8.168557189121e+13       1.224206401262e-14       1.132662607697e-25       5.673427949660e-09       1.439777279100e+22       1.414856238925e+04       1.732076064558e-10       1.155733410204e+18       3.275589051517e-09       1.225068823353e+44       1.354201776072e+33       7.265265238400e+33       1.093697701146e+29       6.334645306189e-13       9.401182070534e+42       1.093697701146e+29       6.334645306189e-13       9.401182070534e+42       1.093697701146e+29       6.334645306189e-13       9.401182070534e+42       3.456234893791e-08       1.783403625239e+41       2.072958613413e+44       2.072958613413e+44       6.909862044423e+43      -4.871686464545e+52       2.280149106296e-06       4.943329708838e+00 
       8.111774765760e+13       1.232775846071e-14       1.148575384672e-25       5.713445716538e-09       1.419830086219e+22       1.414856238925e+04       1.744200597010e-10       1.147699513609e+18       3.298518174877e-09       1.191358877859e+44       1.326157077483e+33       7.114805995632e+33       1.071047884170e+29       6.334645306189e-13       9.142491840936e+42       1.071047884170e+29       6.334645306189e-13       9.142491840936e+42       1.071047884170e+29       6.334645306189e-13       9.142491840936e+42       3.456234893791e-08       1.734330105567e+41       2.015917473733e+44       2.015917473733e+44       6.719724912161e+43      -4.704700451829e+52       2.358774937547e-06       4.778552051877e+00 
       8.055387056366e+13       1.241405276994e-14       1.164711720252e-25       5.753463483416e-09       1.400159248931e+22       1.414856238925e+04       1.756410001189e-10       1.139721463365e+18       3.321607802101e-09       1.158576521413e+44       1.298693167616e+33       6.967462672654e+33       1.048867131185e+29       6.334645306189e-13       8.890919932672e+42       1.048867131185e+29       6.334645306189e-13       8.890919932672e+42       1.048867131185e+29       6.334645306189e-13       8.890919932672e+42       3.456234893791e-08       1.686606930987e+41       1.960445922367e+44       1.960445922367e+44       6.534819740948e+43      -4.543438191790e+52       2.437400768799e-06       4.624405211493e+00 
       7.999391317146e+13       1.250095113933e-14       1.181074755209e-25       5.793481250294e-09       1.380760938506e+22       1.414856238925e+04       1.768704871197e-10       1.131798871267e+18       3.344859056716e-09       1.126696229756e+44       1.271798018688e+33       6.823170740654e+33       1.027145728161e+29       6.334645306189e-13       8.646270472481e+42       1.027145728161e+29       6.334645306189e-13       8.646270472481e+42       1.027145728161e+29       6.334645306189e-13       8.646270472481e+42       3.456234893791e-08       1.640196944355e+41       1.906500769304e+44       1.906500769304e+44       6.355002564078e+43      -4.387703492278e+52       2.516026600050e-06       4.479892548634e+00 
       7.943784823382e+13       1.258845779730e-14       1.197667674445e-25       5.833499017172e-09       1.361631379259e+22       1.414856238925e+04       1.781085805296e-10       1.123931351804e+18       3.368273070112e-09       1.095693180972e+44       1.245459852005e+33       6.681867007173e+33       1.005874162237e+29       6.334645306189e-13       8.408352976904e+42       1.005874162237e+29       6.334645306189e-13       8.408352976904e+42       1.005874162237e+29       6.334645306189e-13       8.408352976904e+42       3.456234893791e-08       1.595064010971e+41       1.854040012983e+44       1.854040012983e+44       6.180133376346e+43      -4.237306885992e+52       2.594652431302e-06       4.344138228979e+00 
       7.888564869297e+13       1.267657700188e-14       1.214493707603e-25       5.875335773453e-09       1.342766847814e+22       1.414856238925e+04       1.793553405933e-10       1.116118522149e+18       3.391850981603e-09       1.065543236164e+44       1.219667132802e+33       6.543489588429e+33       9.850431175602e+28       6.334645306189e-13       8.176982203972e+42       9.850431175602e+28       6.334645306189e-13       8.176982203972e+42       9.850431175602e+28       6.334645306189e-13       8.176982203972e+42       3.456234893791e-08       1.551172990446e+41       1.803022807589e+44       1.803022807589e+44       6.010076025039e+43      -4.092065399970e+52       2.673278262553e-06       4.216369457538e+00 
       7.833728767921e+13       1.276531304090e-14       1.231556129701e-25       5.915353540331e-09       1.324163672381e+22       1.414856238925e+04       1.806108279774e-10       1.108360002134e+18       3.415593938474e-09       1.036222920661e+44       1.194408565191e+33       6.407977882217e+33       9.646434712019e+28       6.334645306189e-13       7.951978008979e+42       9.646434712019e+28       6.334645306189e-13       7.951978008979e+42       9.646434712019e+28       6.334645306189e-13       7.951978008979e+42       3.456234893791e-08       1.508489709340e+41       1.753409431254e+44       1.753409431254e+44       5.844698103928e+43      -3.951802332983e+52       2.751904093805e-06       4.095901758751e+00 
       7.779273850965e+13       1.285467023218e-14       1.248858261768e-25       5.957190296613e-09       1.305818232040e+22       1.414856238925e+04       1.818751037733e-10       1.100655414234e+18       3.439503096043e-09       1.007709405738e+44       1.169673087218e+33       6.275272541367e+33       9.446662891644e+28       6.334645306189e-13       7.733165204221e+42       9.446662891644e+28       6.334645306189e-13       7.733165204221e+42       9.446662891644e+28       6.334645306189e-13       7.733165204221e+42       3.456234893791e-08       1.466980934557e+41       1.705161255127e+44       1.705161255127e+44       5.683870850175e+43      -3.816347040564e+52       2.830529925056e-06       3.982126709897e+00 
       7.725197468684e+13       1.294465292381e-14       1.266403471487e-25       5.999027052894e-09       1.287726956034e+22       1.414856238925e+04       1.831482294997e-10       1.093004383550e+18       3.463579617715e-09       9.799804908440e+43       1.145449866012e+33       6.145315447750e+33       9.251028224675e+28       6.334645306189e-13       7.520373422593e+42       9.251028224675e+28       6.334645306189e-13       7.520373422593e+42       9.251028224675e+28       6.334645306189e-13       7.520373422593e+42       3.456234893791e-08       1.426614347470e+41       1.658240713298e+44       1.658240713298e+44       5.527469044083e+43      -3.685534727399e+52       2.909155756307e-06       3.874501663683e+00 
       7.671496989756e+13       1.303526549428e-14       1.284195173858e-25       6.040863809176e-09       1.269886323082e+22       1.414856238925e+04       1.844302671062e-10       1.085406537785e+18       3.487824675039e-09       9.530145863146e+43       1.121728293046e+33       6.018049686831e+33       9.059445033169e+28       6.334645306189e-13       7.313436984946e+42       9.059445033169e+28       6.334645306189e-13       7.313436984946e+42       9.059445033169e+28       6.334645306189e-13       7.313436984946e+42       3.456234893791e-08       1.387358518753e+41       1.612611273550e+44       1.612611273550e+44       5.375370911595e+43      -3.559206246833e+52       2.987781587559e-06       3.772541093587e+00 
       7.618169801148e+13       1.312651235274e-14       1.302236831855e-25       6.082700565457e-09       1.252292860682e+22       1.414856238925e+04       1.857212789759e-10       1.077861507234e+18       3.512239447764e-09       9.267906965640e+43       1.098497979489e+33       5.893419522741e+33       8.871829413523e+28       6.334645306189e-13       7.112194771085e+42       8.871829413523e+28       6.334645306189e-13       7.112194771085e+42       8.871829413523e+28       6.334645306189e-13       7.112194771085e+42       3.456234893791e-08       1.349182883918e+41       1.568237408915e+44       1.568237408915e+44       5.227458029485e+43      -3.437207907261e+52       3.066407418810e-06       3.675809270674e+00 
       7.565213307992e+13       1.321839793920e-14       1.320531957106e-25       6.126356311142e-09       1.234943144446e+22       1.414856238925e+04       1.870213279288e-10       1.070368924761e+18       3.536825123898e-09       9.012884037369e+43       1.075748751656e+33       5.771370373865e+33       8.688099199729e+28       6.334645306189e-13       6.916490094326e+42       8.688099199729e+28       6.334645306189e-13       6.916490094326e+42       8.688099199729e+28       6.334645306189e-13       6.916490094326e+42       3.456234893791e-08       1.312057719508e+41       1.525084570014e+44       1.525084570014e+44       5.083615233153e+43      -3.319391285135e+52       3.145033250062e-06       3.583914038907e+00 
       7.512624933457e+13       1.331092672478e-14       1.339084110571e-25       6.168193067424e-09       1.217833797426e+22       1.414856238925e+04       1.883304772243e-10       1.062928425781e+18       3.561582899765e-09       8.764878518120e+43       1.053470646553e+33       5.651848788941e+33       8.508173927383e+28       6.334645306189e-13       6.726170579494e+42       8.508173927383e+28       6.334645306189e-13       6.726170579494e+42       8.508173927383e+28       6.334645306189e-13       6.726170579494e+42       3.456234893791e-08       1.275954119965e+41       1.483119158153e+44       1.483119158153e+44       4.943730526955e+43      -3.205613044399e+52       3.223659081313e-06       3.496501501373e+00 
       7.460402118627e+13       1.340410321185e-14       1.357896903241e-25       6.211848813109e-09       1.200961489461e+22       1.414856238925e+04       1.896487905648e-10       1.055539648243e+18       3.586513980064e-09       8.523697311413e+43       1.031653907514e+33       5.534802423651e+33       8.331974798452e+28       6.334645306189e-13       6.541088044291e+42       8.331974798452e+28       6.334645306189e-13       6.541088044291e+42       8.331974798452e+28       6.334645306189e-13       6.541088044291e+42       3.456234893791e-08       1.240843975116e+41       1.442308499168e+44       1.442308499168e+44       4.807694997009e+43      -3.095734762106e+52       3.302284912565e-06       3.413251465626e+00 
       7.408542322370e+13       1.349793193434e-14       1.376973996834e-25       6.255504558794e-09       1.184322936526e+22       1.414856238925e+04       1.909763320988e-10       1.048202232615e+18       3.611619577924e-09       8.289152634162e+43       1.010288979926e+33       5.420180017695e+33       8.159424646764e+28       6.334645306189e-13       6.361098383916e+42       8.159424646764e+28       6.334645306189e-13       6.361098383916e+42       8.159424646764e+28       6.334645306189e-13       6.361098383916e+42       3.456234893791e-08       1.206699948290e+41       1.402620817981e+44       1.402620817981e+44       4.675402726390e+43      -2.989622760007e+52       3.380910743816e-06       3.333873524565e+00 
